generation,mean_performance,diversity,selection_method,end_condition
120,35.96762990971309,0.1883552967167581,probabilistic_tournament,max_generations
121,36.11013004966593,0.1783316788971128,probabilistic_tournament,max_generations
122,36.04588129337809,0.1762657728798073,probabilistic_tournament,max_generations
123,35.850818836617464,0.16541150913158523,probabilistic_tournament,max_generations
124,36.090450817497256,0.17207820995722437,probabilistic_tournament,max_generations
125,36.380436007559695,0.1392246764343225,probabilistic_tournament,max_generations
126,36.37154483773423,0.13109450669496536,probabilistic_tournament,max_generations
127,36.40428756926829,0.12800008584024877,probabilistic_tournament,max_generations
128,36.65503337786947,0.13866407724144889,probabilistic_tournament,max_generations
129,36.494578814899604,0.1459344288077194,probabilistic_tournament,max_generations
130,36.858103995221065,0.15403949612185389,probabilistic_tournament,max_generations
131,37.09479558351843,0.14404441345336097,probabilistic_tournament,max_generations
132,37.05507002770195,0.13813554264150027,probabilistic_tournament,max_generations
133,36.8419152201428,0.13450064871808157,probabilistic_tournament,max_generations
134,36.90078438270864,0.11019577760154119,probabilistic_tournament,max_generations
135,36.87455107616614,0.11048485424631976,probabilistic_tournament,max_generations
136,37.06404903832311,0.11765535960037388,probabilistic_tournament,max_generations
137,37.29995763710458,0.11545093336522212,probabilistic_tournament,max_generations
138,36.96837701159519,0.11531047264172273,probabilistic_tournament,max_generations
139,37.457930926962426,0.1085054488630433,probabilistic_tournament,max_generations
140,37.678991361789656,0.11293637051129202,probabilistic_tournament,max_generations
141,37.63849596171102,0.1199914382214272,probabilistic_tournament,max_generations
142,37.66820840540054,0.13078910123260362,probabilistic_tournament,max_generations
143,37.46228255338579,0.12339190991246728,probabilistic_tournament,max_generations
144,37.78375528475909,0.1170794599834503,probabilistic_tournament,max_generations
145,37.88466519607479,0.1268889186861623,probabilistic_tournament,max_generations
146,37.89388485873384,0.11764215901911011,probabilistic_tournament,max_generations
147,37.55384286738476,0.12442141043447637,probabilistic_tournament,max_generations
148,37.728550707079556,0.1360009690133215,probabilistic_tournament,max_generations
149,37.69343010518148,0.15580163137459077,probabilistic_tournament,max_generations
150,37.927328410369846,0.15486631286688055,probabilistic_tournament,max_generations
